sentiment,text,text_length,word_count,text_raw,text_clean,clean_word_count,label
neutral,"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",216,38,"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",ship crane manufactured macgregor partner plant china delivered vessel ordered chinese cosco german peter dohle hong kong based cido shipping,20,1
neutral,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,97,16,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,ship unloader totally enclosed along entire conveying line storage facility,10,1
neutral,The site will cover over six hectares .,39,8,The site will cover over six hectares .,site cover six hectare,4,1
neutral,"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",111,18,"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",study designed enable formal statistical evaluation therapeutic activity company said,10,1
neutral,The transaction will take place without payment of merger consideration .,73,11,The transaction will take place without payment of merger consideration .,transaction take place without payment merger consideration,7,1
neutral,The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,97,20,The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,unit planned operational second half full stream,7,1
neutral,"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",87,17,"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",wireless industry bracing iphone launch june,6,1
neutral,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,217,33,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,offering also cover localisation service related production transfer finnish company customer already production asian market made decision transfer production,19,1
neutral,"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",123,21,"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",currently ten shop selling tikkurila paint kazakhstan shop opened continuously,10,1
neutral,"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",156,28,"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",initial public offering announced sweden year compared two period year earlier bloomberg data show,14,1
neutral,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,79,13,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,report oriola kd chief executive officer eero hautaniemi,8,1
neutral,This is the company 's first contract abroad .,46,9,This is the company 's first contract abroad .,company first contract abroad,4,1
neutral,This release is not an offer of securities for sale into the United States or elsewhere .,89,17,This release is not an offer of securities for sale into the United States or elsewhere .,release offer security sale united state elsewhere,7,1
neutral,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,110,18,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,solution extension existing online mediation solution delivered earlier comptel ibm,10,1
neutral,"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",136,21,"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",partnership finnish paulig danish subsidiary oscar puljonki acquired sale organization european market,12,1
neutral,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",223,35,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",tieto latvia represented service company tietoenator alise tietoenator operation industry financial service card retail logistics outsourcing managed service,18,1
